eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
82,31379,19848,15914,6808,6024,7694,2319,1820,forward
43,34432,22106,3204,27735,9527,9094,1594,1776,forward
73,34432,22106,3204,27735,9527,9094,1594,1776,forward
33,34432,22106,3204,27735,9527,9094,1594,1776,forward
66,34432,22106,3204,27735,9527,9094,1594,1776,forward
57,34432,22106,3204,27735,9527,9094,1594,1776,forward
86,34432,22106,3204,27735,9527,9094,1594,1776,forward
131,34432,22106,3204,27735,9527,9094,1594,1776,forward
36,34432,22106,3204,27735,9527,9094,1594,1776,forward
60,34432,22106,3204,27735,9527,9094,1594,1776,forward
32,51242,5921,8609,9614,4942,6228,4773,2915,forward
147,51242,5921,8609,9614,4942,6228,4773,2915,forward
84,51242,5921,8609,9614,4942,6228,4773,2915,forward
56,51242,5921,8609,9614,4942,6228,4773,2915,forward
45,51242,5921,8609,9614,4942,6228,4773,2915,forward
54,51242,5921,8609,9614,4942,6228,4773,2915,forward
53,51242,5921,8609,9614,4942,6228,4773,2915,forward
32,51242,5921,8609,9614,4942,6228,4773,2915,forward
57,51242,5921,8609,9614,4942,6228,4773,2915,forward
51,51242,5921,8609,9614,4942,6228,4773,2915,forward
59,89826,17365,28403,13175,9285,10847,3138,6487,forward
8,89826,17365,28403,13175,9285,10847,3138,6487,forward
-38,89826,17365,28403,13175,9285,10847,3138,6487,forward
29,89826,17365,28403,13175,9285,10847,3138,6487,forward
48,89826,17365,28403,13175,9285,10847,3138,6487,forward
27,89826,17365,28403,13175,9285,10847,3138,6487,forward
19,89826,17365,28403,13175,9285,10847,3138,6487,forward
48,89826,17365,28403,13175,9285,10847,3138,6487,forward
7,89826,17365,28403,13175,9285,10847,3138,6487,forward
135,89826,17365,28403,13175,9285,10847,3138,6487,forward
66,28824,21853,4342,1715,12840,18516,12698,11319,forward
71,28824,21853,4342,1715,12840,18516,12698,11319,forward
145,28824,21853,4342,1715,12840,18516,12698,11319,forward
123,28824,21853,4342,1715,12840,18516,12698,11319,forward
-12,28824,21853,4342,1715,12840,18516,12698,11319,forward
82,28824,21853,4342,1715,12840,18516,12698,11319,forward
-35,28824,21853,4342,1715,12840,18516,12698,11319,forward
-1,28824,21853,4342,1715,12840,18516,12698,11319,forward
18,28824,21853,4342,1715,12840,18516,12698,11319,forward
-12,28824,21853,4342,1715,12840,18516,12698,11319,forward
154,620367,121023,4928,30519,20494,15303,18197,15508,forward
59,620367,121023,4928,30519,20494,15303,18197,15508,forward
83,620367,121023,4928,30519,20494,15303,18197,15508,forward
18,620367,121023,4928,30519,20494,15303,18197,15508,forward
56,620367,121023,4928,30519,20494,15303,18197,15508,forward
84,620367,121023,4928,30519,20494,15303,18197,15508,forward
55,620367,121023,4928,30519,20494,15303,18197,15508,forward
36,620367,121023,4928,30519,20494,15303,18197,15508,forward
-5,620367,121023,4928,30519,20494,15303,18197,15508,forward
28,620367,121023,4928,30519,20494,15303,18197,15508,forward
41,258607,49679,11542,13458,7796,6673,11117,9100,forward
-36,258607,49679,11542,13458,7796,6673,11117,9100,forward
53,258607,49679,11542,13458,7796,6673,11117,9100,forward
41,258607,49679,11542,13458,7796,6673,11117,9100,forward
75,258607,49679,11542,13458,7796,6673,11117,9100,forward
88,258607,49679,11542,13458,7796,6673,11117,9100,forward
68,258607,49679,11542,13458,7796,6673,11117,9100,forward
24,258607,49679,11542,13458,7796,6673,11117,9100,forward
-50,258607,49679,11542,13458,7796,6673,11117,9100,forward
56,122334,61607,40188,34851,15505,4890,5550,3401,forward
-59,122334,61607,40188,34851,15505,4890,5550,3401,forward
20,122334,61607,40188,34851,15505,4890,5550,3401,forward
-8,122334,61607,40188,34851,15505,4890,5550,3401,forward
51,122334,61607,40188,34851,15505,4890,5550,3401,forward
26,122334,61607,40188,34851,15505,4890,5550,3401,forward
13,122334,61607,40188,34851,15505,4890,5550,3401,forward
